"","cdata2.year","cdata2.area1","cdata2.street","cdata2.street22"
"1167",2011,"A","Ladywell Walk"," "
"1168",2011,"A","Ladywell Walk"," "
"1169",2011,"A","Ladywell Walk"," "
"1170",2011,"Birmingham","Ladywell Walk Birmingham"," "
"1171",2011,"A","Lattimer Place Winson Green"," "
"1172",2011,"Birmingham","Lee Longlands Broad Street Birmingham"," "
"1173",2011,"A","Linwood Rd H Worth"," "
"1174",2011,"A","Lloyds Baraya A A Aya  Broad Street","Lloyds BarÂ‰Ï˝Âê Broad Street"
"1175",2011,"A","Lloyds Bar Broad Street"," "
"1176",2011,"A","Lodge Rd Winson Green"," "
"1177",2011,"A","Loft Lounge"," "
"1178",2011,"A","Long Acre Nechells"," "
"1179",2011,"A","Lower Bull Street"," "
"1180",2011,"A","Lower Bull Street"," "
"1181",2011,"A","Lower Parade Sutton"," "
"1182",2011,"A","Lower Parade Sutton Coldfield"," "
"1183",2011,"A","Macdonalds Bordesley Green East"," "
"1184",2011,"Birmingham","Macdonalds Ramp City Centre Birmingham"," "
"1185",2011,"Birmingham","Mailbox Birmingham"," "
"1186",2011,"Birmingham","Mcdonald Street Birmingham"," "
"1187",2011,"A","Millward Close Small Heath"," "
"1188",2011,"A","Mono Bar Arcadian Centre"," "
"1189",2011,"A","Mono Bar Ladywell Walk City Centre"," "
"1190",2011,"A","Moor St"," "
"1191",2011,"A","Moor Street"," "
"1192",2011,"A","Moor Street Entance To Bull Ring"," "
"1193",2011,"Birmingham","Moore Street Birmingham"," "
"1194",2011,"Birmingham","Moore Street City Centre Birmingham"," "
"1195",2011,"A","Moseley Park Alcester Street"," "
"1196",2011,"Birmingham","Navigation St Birmingham"," "
"1197",2011,"A","Navigation Street"," "
"1198",2011,"A","Near To Hair Beauty Soho Road"," "
"1199",2011,"A","New Meeting Street City Centre"," "
"1200",2011,"A","New St"," "
"1201",2011,"A","New St B Ham City Centre"," "
"1202",2011,"A","New St City Centre"," "
"1203",2011,"A","New St Railway Station"," "
"1204",2011,"A","New St Railway Station"," "
"1205",2011,"A","New St Railway Station"," "
"1206",2011,"Birmingham","New St Birmingham"," "
"1207",2011,"A","New Street"," "
"1208",2011,"A","New Street"," "
"1209",2011,"A","New Street"," "
"1210",2011,"A","New Street"," "
"1211",2011,"A","New Street"," "
"1212",2011,"A","New Street"," "
"1213",2011,"A","New Street"," "
"1214",2011,"A","New Street"," "
"1215",2011,"A","New Street Stephenson Street"," "
"1216",2011,"Birmingham","New Street City Centre Birmingham"," "
"1217",2011,"A","New Street Railwaty"," "
"1218",2011,"A","New Street Station"," "
"1219",2011,"A","New Street Station"," "
"1220",2011,"A","New Street Station"," "
"1221",2011,"A","New Street Station"," "
"1222",2011,"Birmingham","New Street Station Birmingham"," "
"1223",2011,"A","New Street Station Station Approach"," "
"1224",2011,"Birmingham","New Street Birmingham"," "
"1225",2011,"Birmingham","New Street Birmingham"," "
"1226",2011,"Birmingham","New Street Birmingham"," "
"1227",2011,"A","New Street City Centre"," "
"1228",2011,"A","New Street City Centre"," "
"1229",2011,"A","New Street City Centre"," "
"1230",2011,"A","New Street City Centre"," "
"1231",2011,"A","Newtown Housing Centre"," "
"1232",2011,"A","Newtown Row"," "
"1233",2011,"A","Next Clearance Store Corporation Street"," "
"1234",2011,"A","Nineva Road Ayt Soho Rd"," "
"1235",2011,"A","Not Known"," "
"1236",2011,"A","O S Bham Crown Court"," "
"1237",2011,"A","O S Flairs Broad Street"," "
"1238",2011,"Birmingham","O S Flares Club Broad St Birmingham"," "
"1239",2011,"A","O S Gatecrasher Broad Street"," "
"1240",2011,"A","O S Mcdonalds Ramp City Centre"," "
"1241",2011,"A","O S New Street Station"," "
"1242",2011,"Birmingham","O S Oceania Ladywell Walk Birmingham"," "
"1243",2011,"A","O S Reflex Broad Street City Centre"," "
"1244",2011,"A","O S The Crown Ph Station Road"," "
"1245",2011,"A","O S Walkabout Broad Street"," "
"1246",2011,"A","O2 Academy"," "
"1247",2011,"A","O2 Academy Horsefair"," "
"1248",2011,"Birmingham","Oh Bar Broad Street Birmingham"," "
"1249",2011,"Birmingham","O Neils Broad Street Birmingham"," "
"1250",2011,"Birmingham","Os Birmingham Magistrates Court"," "
"1251",2011,"A","Os Dubliner Ph"," "
"1252",2011,"A","Outside Bliss Broad Street"," "
"1253",2011,"A","Outside Bliss Nightclub"," "
"1254",2011,"A","Outside Bliss Nightclub"," "
"1255",2011,"A","Outside Bliss Broad Street"," "
"1256",2011,"A","Outside O Velvet Broad St"," "
"1257",2011,"A","Outside Oceana Club"," "
"1258",2011,"A","Outside Reflex Nightclub"," "
"1259",2011,"A","Outside Revolution Bridge St Walsal"," "
"1260",2011,"A","Outside Rocket Club Broad St"," "
"1261",2011,"A","Outside Walkabout Broad Street"," "
"1262",2011,"Birmingham","O Velvet Nightclub Broad St Birmingham"," "
"1263",2011,"A","Oxhill Road"," "
"1264",2011,"A","Pagoda Island"," "
"1265",2011,"A","Paradise Forum"," "
"1266",2011,"Birmingham","Paradise Forum City Centre Birmingham"," "
"1267",2011,"Birmingham","Paradise Forum Victoria Square Birmingham"," "
"1268",2011,"A","Pershore St Car Park"," "
"1269",2011,"A","Pershore Street Road City Centre"," "
"1270",2011,"A","Pershore Street City Centre"," "
"1271",2011,"Birmingham","Pizza Hut New St Birmingham"," "
"1272",2011,"A","Quigley Avenue"," "
"1273",2011,"A","Rag Market City Centre"," "
"1274",2011,"Birmingham","Reflex On Broad Street Birmingham"," "
"1275",2011,"A","Regency Wharf"," "
"1276",2011,"Birmingham","Risa Bar Birmingham"," "
"1277",2011,"A","Risa Broad Street"," "
"1278",2011,"A","Rookery Road Handsworth"," "
"1279",2011,"Birmingham","Rottersley Street Birmingham"," "
"1280",2011,"A","Rotunda Island City Centre"," "
"1281",2011,"A","Sainsburys Colmore Row"," "
"1282",2011,"A","Sandringham Road"," "
"1283",2011,"Sandwell","Sandwell Hospital"," "
"1284",2011,"A","Sence In The Arcadian"," "
"1285",2011,"Birmingham","Sense Nightclub Arcadia Birmingham"," "
"1286",2011,"A","Shadwell Street"," "
"1287",2011,"A","Shakespeare Bar New Street Station"," "
"1288",2011,"A","Shakespeare Ph New St Station"," "
"1289",2011,"Birmingham","Sheepcote Street Birmingham"," "
"1290",2011,"A","Sioho Road Handsworth"," "
"1291",2011,"A","Slade Road Erdington"," "
"1292",2011,"A","Small Brook Queensway"," "
"1293",2011,"A","Smallbrook Queensway"," "
"1294",2011,"A","Smallbrook Queensway"," "
"1295",2011,"A","Smallbrook Queensway"," "
"1296",2011,"Birmingham","Smallbrook Queensway City Centre Birmingham"," "
"1297",2011,"A","Smallbrook Queensway City Centre"," "
"1298",2011,"A","Smethwick End"," "
"1299",2011,"A","Soho Hill"," "
"1300",2011,"Birmingham","Soho Hill Handsworth Birmingham"," "
"1301",2011,"A","Soho Road"," "
"1302",2011,"A","Soho Road"," "
"1303",2011,"A","Soho Road"," "
"1304",2011,"A","Soho Road"," "
"1305",2011,"A","Sommerfield Park Winson Green"," "
"1306",2011,"A","Square Peg Ph"," "
"1307",2011,"A","Square Peg Corporation Street"," "
"1308",2011,"A","Star City Aston"," "
"1309",2011,"Birmingham","Star City Birmingham"," "
"1310",2011,"A","Star City Nechells"," "
"1311",2011,"A","Station Road City Centre"," "
"1312",2011,"A","Steelhouse Lane"," "
"1313",2011,"A","Steelhouse Lane"," "
"1314",2011,"A","Steelhouse Lane"," "
"1315",2011,"A","Steelhouse Lane"," "
"1316",2011,"A","Steelhouse Lane"," "
"1317",2011,"A","Steelhouse Lane"," "
"1318",2011,"A","Steelhouse Lane"," "
"1319",2011,"A","Steelhouse Lane"," "
"1320",2011,"A","Steelhouse Lane Police Station"," "
"1321",2011,"Birmingham","Steelhouse Lane Birmingham"," "
"1322",2011,"Birmingham","Steelhouse Lane City Centre Birmingham"," "
"1323",2011,"A","Stephenson St"," "
"1324",2011,"A","Stephenson Street"," "
"1325",2011,"Birmingham","Stephenson Street Birmingham City"," "
"1326",2011,"A","Stephenson Street City Centre"," "
"1327",2011,"A","Stephensons Street"," "
"1328",2011,"A","Suffolk St Queensway"," "
"1329",2011,"A","Sugar Suite Broad Street"," "
"1330",2011,"A","Summer Lane"," "
"1331",2011,"A","Summer Row"," "
"1332",2011,"A","Temple Row"," "
"1333",2011,"A","Temple Row"," "
"1334",2011,"A","Tennant St"," "
"1335",2011,"A","Terrace Road Handsworth"," "
"1336",2011,"A","Tesco Aston Lane"," "
"1337",2011,"A","Tesco Springhill"," "
"1338",2011,"A","The Parade Sutton Coldfield"," "
"1339",2011,"A","The Parade Sutton Coldfield"," "
"1340",2011,"Birmingham","The Ramp Corporation St Birmingham"," "
"1341",2011,"A","The Ramp"," "
"1342",2011,"Birmingham","Thornhill Road Birmingham"," "
"1343",2011,"A","Thornhill Road Handsworth"," "
"1344",2011,"A","Thorpe St At Hurst St"," "
"1345",2011,"A","Thorpe Street"," "
"1346",2011,"A","Trocadero Public House O S"," "
"1347",2011,"A","Turners Pallets Hayhole Road"," "
"1348",2011,"A","Upper Dean Street"," "
"1349",2011,"Birmingham","Upper Dean Street Birmingham"," "
"1350",2011,"Birmingham","Upper Dean Street Birmingham City Centre"," "
"1351",2011,"A","Upper Dean Street City Centre"," "
"1352",2011,"A","Upper Parade Sutton Coldfield"," "
"1353",2011,"A","Upper Parade Sutton Coldfield"," "
"1354",2011,"A","Victoria Square Bham"," "
"1355",2011,"A","Victoria Square City Centre"," "
"1356",2011,"A","Waiverley Park Handsworth"," "
"1357",2011,"A","Walkabout Bar Broad St"," "
"1358",2011,"Birmingham","Walkabout Ph Broad St Birmingham"," "
"1359",2011,"Birmingham","Walkabout Ph Broad Street Birmingham"," "
"1360",2011,"A","Walkabout Broad Street"," "
"1361",2011,"Walsall","Walsall Road Great Barr"," "
"1362",2011,"Walsall","Walsall Road Perry Barr"," "
"1363",2011,"A","Warf Road Kings Norton"," "
"1364",2011,"A","Warwards Lane"," "
"1365",2011,"A","Washington Drive Handsworth Wood"," "
"1366",2011,"A","Washington Street"," "
"1367",2011,"A","Waterloo Road Smethwick"," "
"1368",2011,"A","Waverhill Park Handsworth"," "
"1369",2011,"A","Waverhill Road Handsworth"," "
"1370",2011,"A","Way Entrance Villa Ground"," "
"1371",2011,"A","Wellington Road"," "
"1372",2011,"A","Witton Arms"," "
"1373",2011,"A","Witton Road"," "
"1374",2011,"A","Witton Road"," "
"1375",2011,"A","Witton Road Aston"," "
"1376",2011,"A","Wrottesley Street"," "
"1377",2011,"Coventry","Primrose Hill Coventry"," "
"1378",2011,"A","Albany Road"," "
"1379",2011,"A","Aldbourne Road"," "
"1380",2011,"A","Aldermans Green Road"," "
"1381",2011,"A","Allesley Old Road"," "
"1382",2011,"A","Almond Tree Avenue"," "
"1383",2011,"Coventry","Arbury Ave Coventry"," "
"1384",2011,"A","Arena Carpark A444"," "
"1385",2011,"Coventry","Argyle St Coventry"," "
"1386",2011,"A","Armstrong Avenue Stoke"," "
"1387",2011,"A","Ashorne Close"," "
"1388",2011,"A","Attoxhall Rd"," "
"1389",2011,"A","Averley Road Daimler Green"," "
"1390",2011,"A","Awson Street"," "
"1391",2011,"A","Bandals Surgery Foleshill Road"," "
"1392",2011,"A","Bell Green Rd Junction A444"," "
"1393",2011,"Coventry","Bell Green Road Coventry"," "
"1394",2011,"Coventry","Bell Green Road Coventry"," "
"1395",2011,"A","Binley Road"," "
"1396",2011,"A","Binley Road"," "
"1397",2011,"A","Binley Road"," "
"1398",2011,"A","Binley Road"," "
"1399",2011,"A","Bishop Street"," "
"1400",2011,"A","Blackhorse Lane"," "
"1401",2011,"A","Blythe Road"," "
"1402",2011,"A","Bp Garage Ansty Road"," "
"1403",2011,"Coventry","Bramble St Coventry"," "
"1404",2011,"Coventry","Braod Park Road Coventry"," "
"1405",2011,"Coventry","Bredon Ave Coventry"," "
"1406",2011,"A","Broadgate"," "
"1407",2011,"A","Bull Yard"," "
"1408",2011,"A","Bushberry Avenue"," "
"1409",2011,"Coventry","Butts Road Coventry"," "
"1410",2011,"A","Cashs Lane"," "
"1411",2011,"A","Cauldon Road"," "
"1412",2011,"A","Charter Ave"," "
"1413",2011,"Coventry","Charter Ave Coventry"," "
"1414",2011,"A","Chester Street"," "
"1415",2011,"A","Chesterton Road"," "
"1416",2011,"Coventry","Cheveral Ave Coventry"," "
"1417",2011,"A","Cliffbridge Road"," "
"1418",2011,"Coventry","Clifton St Coventry"," "
"1419",2011,"A","Coc Street"," "
"1420",2011,"Coventry","Communal Landing At George Poole House Coventry"," "
"1421",2011,"A","Compton Road"," "
"1422",2011,"A","Concourse Near Mortimers"," "
"1423",2011,"A","Cook St"," "
"1424",2011,"A","Corporation St"," "
"1425",2011,"Coventry","Corporation St Coventry"," "
"1426",2011,"A","Corporation Street"," "
"1427",2011,"A","Coundon Road"," "
"1428",2011,"Coventry","Coventry"," "
"1429",2011,"Coventry","Coventry Central Cells"," "
"1430",2011,"Coventry","Coventry Central Front Office"," "
"1431",2011,"Coventry","Coventry Central Pol Stn"," "
"1432",2011,"Coventry","Coventry Central Police Station"," "
"1433",2011,"Coventry","Coventry Central Police Station"," "
"1434",2011,"Coventry","Coventry Central Ps"," "
"1435",2011,"Coventry","Coventry Central Ps"," "
"1436",2011,"Coventry","Coventry Railwat Station"," "
"1437",2011,"Coventry","Coventry Railway Station"," "
"1438",2011,"Coventry","Coventry Train Station"," "
"1439",2011,"A","Cox Street"," "
"1440",2011,"A","Cross Road"," "
"1441",2011,"A","Devonshire Arms"," "
"1442",2011,"A","Duckham Court"," "
"1443",2011,"A","Earlsdon High Street"," "
"1444",2011,"Birmingham","Elms Pub Birmingham Road"," "
"1445",2011,"A","Fairfax Street"," "
"1446",2011,"A","Far Gosford Street"," "
"1447",2011,"A","Far Gosford Street"," "
"1448",2011,"A","Farndale Ave"," "
"1449",2011,"A","Farndale Ave"," "
"1450",2011,"A","Foleshill Rd"," "
"1451",2011,"A","Foleshill Road"," "
"1452",2011,"A","Foleshill Road"," "
"1453",2011,"A","Foleshill Road"," "
"1454",2011,"Coventry","Foleshill Road Coventry"," "
"1455",2011,"Coventry","Four Pounds Ave Coventry"," "
"1456",2011,"A","Friars Road"," "
"1457",2011,"Coventry","Front Of Coventry Central Police Station"," "
"1458",2011,"A","Front Office"," "
"1459",2011,"A","Front Office"," "
"1460",2011,"A","Gala Bingo Pool Meadow"," "
"1461",2011,"A","Gosford Street"," "
"1462",2011,"A","Gosford Street"," "
"1463",2011,"A","Gosford Street"," "
"1464",2011,"Coventry","Greyfriars St Coventry"," "
"1465",2011,"Coventry","Gulson Road Coventry"," "
"1466",2011,"Coventry","Gulson Road Coventry"," "
"1467",2011,"A","Hale St"," "
"1468",2011,"Coventry","Hales Street Coventry"," "
"1469",2011,"A","Hartfrod Street"," "
"1470",2011,"A","Hayle Street"," "
"1471",2011,"A","Hayles Street"," "
"1472",2011,"A","Hedgefield Way"," "
"1473",2011,"Coventry","Herald Way Coventry"," "
"1474",2011,"Coventry","High St Coventry"," "
"1475",2011,"A","High Street"," "
"1476",2011,"A","High Street"," "
"1477",2011,"A","Hill Street"," "
"1478",2011,"A","Hipswell Highway"," "
"1479",2011,"A","Holmesdale Road"," "
"1480",2011,"A","Hurst Road"," "
"1481",2011,"A","Ibis Hotel"," "
"1482",2011,"A","Ikea Car Park"," "
"1483",2011,"A","Ikea Plaza"," "
"1484",2011,"A","Iron Monger Row"," "
"1485",2011,"A","Jardine Crescent"," "
"1486",2011,"A","Jardine Crescent"," "
"1487",2011,"A","Jasrdine Crescent"," "
"1488",2011,"A","Jd Wetherspoon Earlsdon"," "
"1489",2011,"A","Jordan Well"," "
"1490",2011,"Coventry","Jordan Well Coventry"," "
"1491",2011,"A","Jubilee Cresent"," "
"1492",2011,"A","Kirby Road"," "
"1493",2011,"A","Lady Lane"," "
"1494",2011,"A","Lambeth Close"," "
"1495",2011,"A","Leader Close"," "
"1496",2011,"A","Lidice Place"," "
"1497",2011,"Coventry","Lincoln Street Coventry"," "
"1498",2011,"A","Littl Park Street"," "
"1499",2011,"Coventry","Little Park St Coventry"," "
"1500",2011,"Coventry","Little Park St Coventry"," "
"1501",2011,"Coventry","Little Park St Coventry"," "
"1502",2011,"A","Little Park Street"," "
"1503",2011,"A","Little Park Street"," "
"1504",2011,"A","Little Park Street"," "
"1505",2011,"A","Little Park Street"," "
"1506",2011,"A","Little Park Street"," "
"1507",2011,"A","Little Park Street"," "
"1508",2011,"A","Little Park Street"," "
"1509",2011,"A","Little Park Street"," "
"1510",2011,"A","Little Park Street"," "
"1511",2011,"A","London Road"," "
"1512",2011,"A","London Road"," "
"1513",2011,"A","Longford Road"," "
"1514",2011,"A","Lower Ford St"," "
"1515",2011,"A","Lower Ford Street"," "
"1516",2011,"A","Lower Holyhead D Jtn With Spon St"," "
"1517",2011,"Coventry","Lower Holyhead Rd Coventry"," "
"1518",2011,"Coventry","Lower Holyhead Road Coventry"," "
"1519",2011,"Coventry","Lower Precinct Coventry"," "
"1520",2011,"A","Mafo"," "
"1521",2011,"A","Manor House Drive"," "
"1522",2011,"A","Market Way"," "
"1523",2011,"A","Mary Slessor St"," "
"1524",2011,"A","Masser Road"," "
"1525",2011,"Coventry","Mcdonalds Restaurant A45 Coventry"," "
"1526",2011,"Coventry","Memorial Park Coventry"," "
"1527",2011,"A","Middle Ride"," "
"1528",2011,"A","Mile Lane"," "
"1529",2011,"A","Mile Lane"," "
"1530",2011,"A","Millenium Place"," "
"1531",2011,"A","Millenium Place"," "
"1532",2011,"A","Mint Casino King William Street"," "
"1533",2011,"A","Miranda Close"," "
"1534",2011,"A","Morris Road"," "
"1535",2011,"A","Motor Museum"," "
"1536",2011,"A","New Union St"," "
"1537",2011,"A","Norman Place Road"," "
"1538",2011,"A","Northy Road"," "
"1539",2011,"A","O S Ccfo"," "
"1540",2011,"Coventry","O S Coventry Central Police Station"," "
"1541",2011,"A","O S Gosford Arms"," "
"1542",2011,"A","Oak Gosford Street"," "
"1543",2011,"Coventry","Outside Coventry Central Ps"," "
"1544",2011,"A","Outside Foleshill Ps"," "
"1545",2011,"Coventry","Outside Front Of Coventry Central Police Station"," "
"1546",2011,"A","Outside Heat Bar"," "
"1547",2011,"A","Outside Kasbars"," "
"1548",2011,"Coventry","Outside Of The Jewson Stand Richo Arena Coventry"," "
"1549",2011,"A","Owenford Road"," "
"1550",2011,"A","Palm Tree Ave Wood End"," "
"1551",2011,"Coventry","Palmer Lane Coventry"," "
"1552",2011,"Coventry","Palmer Lane Coventry"," "
"1553",2011,"Coventry","Palmer Lane Coventry"," "
"1554",2011,"Coventry","Penruddick Drive Coventry"," "
"1555",2011,"A","Plymouth Close"," "
"1556",2011,"A","Pool Meadow"," "
"1557",2011,"A","Pool Meadow Bus Station"," "
"1558",2011,"A","Pool Meadow Bus Stn"," "
"1559",2011,"A","Poolmeadow"," "
"1560",2011,"A","Poolmeadow Bus Station"," "
"1561",2011,"A","Poolmeadow Bus Station"," "
"1562",2011,"Coventry","Poppy Court Remembrance Road Willenhall Coventry"," "
"1563",2011,"A","Primrose Hill St"," "
"1564",2011,"A","Primrose Hill Street"," "
"1565",2011,"A","Primrose Hill Street"," "
"1566",2011,"Coventry","Primrose Hill Street Coventry"," "
"1567",2011,"A","Princethorpe Way"," "
"1568",2011,"Coventry","Priory Fields Coventry"," "
"1569",2011,"A","Priory Gardens"," "
"1570",2011,"A","Priory Street"," "
"1571",2011,"A","Puma Way"," "
"1572",2011,"Coventry","Queen Mary S Road Foleshill Coventry"," "
"1573",2011,"Coventry","Queen Marys Road Coventry"," "
"1574",2011,"A","Queen Victoria Road"," "
"1575",2011,"A","Radford Road"," "
"1576",2011,"A","Radford Road"," "
"1577",2011,"A","Raglan Street"," "
"1578",2011,"A","Red Lane"," "
"1579",2011,"A","Remembrance Road"," "
"1580",2011,"A","Richo Areana"," "
"1581",2011,"A","Richo Areana"," "
"1582",2011,"Coventry","Richo Arena Coventry"," "
"1583",2011,"A","Ricoh Arena"," "
"1584",2011,"A","Ricoh Arena"," "
"1585",2011,"A","Ricoh Arena"," "
"1586",2011,"Coventry","Ridgethorpe Willenhall Coventry"," "
"1587",2011,"A","Rileys Square Bell Green"," "
"1588",2011,"A","Ring Rd"," "
"1589",2011,"A","Riverwalk Walk Wood End"," "
"1590",2011,"Coventry","Roland Avenue Holbrooks Coventry"," "
"1591",2011,"A","Rotherhanm Road"," "
"1592",2011,"Coventry","Sainsburys Trinity St Coventry"," "
"1593",2011,"A","Scots Lane"," "
"1594",2011,"A","Sewall Highway"," "
"1595",2011,"A","Sewall Highway"," "
"1596",2011,"Coventry","Sewall Highway Coventry"," "
"1597",2011,"Coventry","Silver Street Coventry"," "
"1598",2011,"A","Sky Blue Way"," "
"1599",2011,"A","Sky Dome"," "
"1600",2011,"A","Sky Dome"," "
"1601",2011,"A","Sky Dome"," "
"1602",2011,"A","Sky Dome"," "
"1603",2011,"A","Sky Dome"," "
"1604",2011,"A","Sky Dome"," "
"1605",2011,"A","Sky Dome"," "
"1606",2011,"A","Sky Dome"," "
"1607",2011,"A","Sky Dome Concourse"," "
"1608",2011,"A","Sky Dome Concourse"," "
"1609",2011,"A","Sky Dome Concourse"," "
"1610",2011,"A","Sky Dome Concourse"," "
"1611",2011,"A","Sky Dome Concourse"," "
"1612",2011,"A","Sky Dome Concourse Covenmtry"," "
"1613",2011,"Coventry","Sky Dome Concourse Coventry"," "
"1614",2011,"A","Sky Dome Concourse"," "
"1615",2011,"Coventry","Sky Dome Coventry"," "
"1616",2011,"Coventry","Sky Dome Coventry City Centre"," "
"1617",2011,"A","Sky Dome"," "
"1618",2011,"A","Sky Dome"," "
"1619",2011,"A","Sky Dome"," "
"1620",2011,"A","Skydome"," "
"1621",2011,"A","Skydome"," "
"1622",2011,"A","Skydome"," "
"1623",2011,"A","Skydome"," "
"1624",2011,"A","Skydome"," "
"1625",2011,"A","Skydome"," "
"1626",2011,"Coventry","Skydome Coventry"," "
"1627",2011,"A","Skydome Car Park"," "
"1628",2011,"A","Skydome Car Park"," "
"1629",2011,"A","Skydome Complex"," "
"1630",2011,"A","Skydome Complex"," "
"1631",2011,"A","Skydome Complex"," "
"1632",2011,"Coventry","Skydome Complex Coventry"," "
"1633",2011,"A","Skydome Concourse"," "
"1634",2011,"A","Skydome Concourse"," "
"1635",2011,"A","Skydome Concourse"," "
"1636",2011,"A","Skydome Concourse"," "
"1637",2011,"A","Skydome Concourse"," "
"1638",2011,"A","Skydome Concourse"," "
"1639",2011,"A","Skydome Concourse"," "
"1640",2011,"A","Skydome Concourse"," "
"1641",2011,"A","Skydome Concourse"," "
"1642",2011,"A","Skydome Concourse"," "
"1643",2011,"A","Skydome Concourse"," "
"1644",2011,"A","Skydome Concourse"," "
"1645",2011,"A","Skydome Concourse"," "
"1646",2011,"A","Skydome Concourse"," "
"1647",2011,"A","Skydome Concourse"," "
"1648",2011,"Coventry","Skydome Concourse Coventry"," "
"1649",2011,"A","Skydome Concourse"," "
"1650",2011,"Coventry","Skydome Coventry"," "
"1651",2011,"Coventry","Skydome Coventry"," "
"1652",2011,"Coventry","Skydome Coventry City Centre"," "
"1653",2011,"Coventry","Skydome Coventry"," "
"1654",2011,"Coventry","Skydome Coventry"," "
"1655",2011,"A","Sorell Close"," "
"1656",2011,"Coventry","Southbank Road Coventry"," "
"1657",2011,"Coventry","Spom St Coventry"," "
"1658",2011,"A","Spon End"," "
"1659",2011,"Coventry","Spon End Coventry"," "
"1660",2011,"Coventry","Spon St Coventry"," "
"1661",2011,"Coventry","Spon St Coventry"," "
"1662",2011,"Coventry","Spon St Coventry"," "
"1663",2011,"Coventry","Spon St Coventry"," "
"1664",2011,"Coventry","Spon St Coventry"," "
"1665",2011,"Coventry","Spon St Coventry"," "
"1666",2011,"Coventry","Spon St Coventry"," "
"1667",2011,"Coventry","Spon St Coventry"," "
"1668",2011,"Coventry","Spon St Coventry"," "
"1669",2011,"A","Spon Street"," "
"1670",2011,"A","Spon Street"," "
"1671",2011,"A","Spon Street"," "
"1672",2011,"A","Spon Street"," "
"1673",2011,"A","Spon Street"," "
"1674",2011,"A","Spon Street"," "
"1675",2011,"A","St Georges Road"," "
"1676",2011,"A","St Georges Road Stoke"," "
"1677",2011,"Coventry","St Lukes Road Coventry"," "
"1678",2011,"A","Stonet Stanton Road Police Station"," "
"1679",2011,"Coventry","Stoney Stanton Road Police Station Coventry"," "
"1680",2011,"A","Swanswell Park"," "
"1681",2011,"A","Tachbrook Close"," "
"1682",2011,"Coventry","Tarquin Close Coventry"," "
"1683",2011,"A","Terry Road"," "
"1684",2011,"Coventry","Terry Road Coventry"," "
"1685",2011,"A","The Bull Yard City Centre"," "
"1686",2011,"A","The Bullyard"," "
"1687",2011,"A","The Burges"," "
"1688",2011,"A","The Burgess"," "
"1689",2011,"A","The Burgess"," "
"1690",2011,"A","The Burgess"," "
"1691",2011,"Coventry","The Butts Coventry"," "
"1692",2011,"A","The Butts Retreat Ph"," "
"1693",2011,"A","The Croft Longford"," "
"1694",2011,"Coventry","The Forum Medical Centre Coventry"," "
"1695",2011,"A","Thimbler Road"," "
"1696",2011,"Coventry","Tile Hill Lane Coventry"," "
"1697",2011,"A","Torrington Avenue"," "
"1698",2011,"A","Trinity Point Link"," "
"1699",2011,"A","Trinity Street"," "
"1700",2011,"A","Trinity Street"," "
"1701",2011,"A","Trinity Street"," "
"1702",2011,"Coventry","Trinity Street City Centre Coventry"," "
"1703",2011,"A","University Hospital"," "
"1704",2011,"A","University Hospital"," "
"1705",2011,"Coventry","University Hospital Coventry"," "
"1706",2011,"Coventry","Unniversity Of Warwick Coventry"," "
"1707",2011,"A","Upper Spon St"," "
"1708",2011,"A","Vine Street"," "
"1709",2011,"A","Vine Street"," "
"1710",2011,"A","Vinecote Road"," "
"1711",2011,"A","Wallace Rd"," "
"1712",2011,"A","Walsgrave Hospital"," "
"1713",2011,"A","Warwick Row"," "
"1714",2011,"A","Warwick University"," "
"1715",2011,"A","West Orchard"," "
"1716",2011,"A","West Orchards Circulatory Road"," "
"1717",2011,"A","White Street"," "
"1718",2011,"Coventry","Willenhall Lane Coventry"," "
"1719",2011,"A","Willenhall Police Station Front Office"," "
"1720",2011,"A","Willenhall Ps"," "
"1721",2011,"A","Winnalthorpe"," "
"1722",2011,"Coventry","Wood Way Lane Coventry"," "
"1723",2011,"A","Wroxall Drive"," "
"1724",2011,"A","Wroxhall Drive"," "
"1725",2011,"A","Albion Street Brierley Hill"," "
"1726",2011,"A","Amblecote High Street Stourbridge"," "
"1727",2011,"A","Arley Court"," "
"1728",2011,"A","Baptist End Road Netherton"," "
"1729",2011,"A","Bell St Stourbridge"," "
"1730",2011,"A","Bell Street"," "
"1731",2011,"A","Bell Street Stourbridge"," "
"1732",2011,"A","Bhps"," "
"1733",2011,"Birmingham","Birmingham Street Stourbridge"," "
"1734",2011,"A","Bramford Arms"," "
"1735",2011,"A","Brettle Lane"," "
"1736",2011,"A","Brickhouse Road"," "
"1737",2011,"A","Brisbane Road Smethwick"," "
"1738",2011,"A","Broadway Stourbridge"," "
"1739",2011,"A","Broadway Stourbridge"," "
"1740",2011,"A","Broadway Stourbridge"," "
"1741",2011,"A","Burmese Way Rowley Regis"," "
"1742",2011,"Dudley","Bus Station Dudley"," "
"1743",2011,"A","Carpark Of Maybrook Hosue In Halesowen"," "
"1744",2011,"A","Carpark Of The Barley Mow High Street Wollaston"," "
"1745",2011,"Dudley","Castlegate Dudley"," "
"1746",2011,"A","Cinder Bank Island Netherton"," "
"1747",2011,"A","Court St"," "
"1748",2011,"A","Courthouse Ph Sedgeley"," "
"1749",2011,"A","Crabmill Carpark Oldswinford"," "
"1750",2011,"A","Crompton Road"," "
